date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:58:28	3993/3993	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Mar%202022%2005:27:29%20GMT	https://templates.iqonic.design/lite/posdash/html/backend/pages-maintenance.html	C:/P1/A5/templates.iqonic.design/lite/posdash/html/backend/pages-maintenance.html	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:29	8696/8696	---M--	200	added ('OK')	image/png	etag:%2221f8-5d9feb406a3ae%22	https://templates.iqonic.design/lite/posdash/html/assets/images/layouts/side-bkg.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/layouts/side-bkg.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:29	355/355	---M--	200	added ('OK')	image/png	etag:%22163-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/small/flag-01.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/small/flag-01.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:29	167/167	---M--	200	added ('OK')	image/png	etag:%22a7-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/small/flag-02.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/small/flag-02.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:30	397/397	---M--	200	added ('OK')	image/png	etag:%2218d-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/small/flag-03.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/small/flag-03.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:30	426/426	---M--	200	added ('OK')	image/png	etag:%221aa-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/small/flag-04.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/small/flag-04.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:31	135/135	---M--	200	added ('OK')	image/png	etag:%2287-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/small/flag-05.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/small/flag-05.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:31	176/176	---M--	200	added ('OK')	image/png	etag:%22b0-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/small/flag-06.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/small/flag-06.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:32	8117/8117	---M--	200	added ('OK')	image/jpeg	etag:%221fb5-5d9feb407cc8d%22	https://templates.iqonic.design/lite/posdash/html/assets/images/user/01.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/user/01.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:32	8837/8837	---M--	200	added ('OK')	image/jpeg	etag:%222285-5d9feb407cc8d%22	https://templates.iqonic.design/lite/posdash/html/assets/images/user/02.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/user/02.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:32	8558/8558	---M--	200	added ('OK')	image/jpeg	etag:%22216e-5d9feb407cc8d%22	https://templates.iqonic.design/lite/posdash/html/assets/images/user/03.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/user/03.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:33	9863/9863	---M--	200	added ('OK')	image/png	etag:%222687-5d9feb407cc8d%22	https://templates.iqonic.design/lite/posdash/html/assets/images/user/1.png	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/user/1.png	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:33	19801/19801	---M--	200	added ('OK')	image/jpeg	etag:%224d59-5d9feb407110e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/page-img/profile-bg.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/page-img/profile-bg.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:34	227795/227795	---M--	200	added ('OK')	image/jpeg	etag:%22379d3-5d9feb407304e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/table/product/01.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/table/product/01.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:38	358850/358850	---M--	200	added ('OK')	image/jpeg	etag:%22579c2-5d9feb4074f8e%22	https://templates.iqonic.design/lite/posdash/html/assets/images/table/product/03.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/table/product/03.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
09:58:44	521851/521851	---M--	200	added ('OK')	image/jpeg	etag:%227f67b-5d9feb4073fee%22	https://templates.iqonic.design/lite/posdash/html/assets/images/table/product/02.jpg	C:/P1/A5/templates.iqonic.design/lite/posdash/html/assets/images/table/product/02.jpg	(from https://templates.iqonic.design/lite/posdash/html/backend/page-list-product.html)
